@id,rdf:type,skos:prefLabel,skos:notation,skos:broader,skos:topConceptOf,skos:inScheme,skos:note,dcterms:source,pav:version
anzsic:9520,skos:Concept,"Funeral, Crematorium and Cemetery Services",9520,anzsic:952,,anzsic:scheme,,,
anzsic:9531,skos:Concept,Laundry and Dry-Cleaning Services,9531,anzsic:953,,anzsic:scheme,,,
anzsic:9532,skos:Concept,Photographic Film Processing,9532,anzsic:953,,anzsic:scheme,,,
anzsic:9533,skos:Concept,Parking Services,9533,anzsic:953,,anzsic:scheme,,,
anzsic:9534,skos:Concept,Brothel Keeping and Prostitution Services,9534,anzsic:953,,anzsic:scheme,,,
anzsic:9539,skos:Concept,Other Personal Services n.e.c.,9539,anzsic:953,,anzsic:scheme,,,
anzsic:9540,skos:Concept,Religious Services,9540,anzsic:954,,anzsic:scheme,,,
anzsic:9551,skos:Concept,Business and Professional Association Services,9551,anzsic:955,,anzsic:scheme,,,
anzsic:9552,skos:Concept,Labour Association Services,9552,anzsic:955,,anzsic:scheme,,,
anzsic:9559,skos:Concept,Other Interest Group Services n.e.c.,9559,anzsic:955,,anzsic:scheme,,,
anzsic:9601,skos:Concept,Private Households Employing Staff,9601,anzsic:960,,anzsic:scheme,,,
anzsic:9602,skos:Concept,Undifferentiated Goods-Producing Activities of Private Households for Own Use,9602,anzsic:960,,anzsic:scheme,,,
anzsic:9603,skos:Concept,Undifferentiated Service-Producing Activities of Private Households for Own Use,9603,anzsic:960,,anzsic:scheme,,,
